,dir_name,session_name,file_name,text,Annotation
5619,M01,Session2,0107.txt,explore,
5620,M01,Session2,0113.txt,nothing is as offensive as innocence,
5621,M01,Session2,0073.txt,bear,
5622,M01,Session2,0067.txt,charlie,
5623,M01,Session2,0098.txt,cycle,
5624,M01,Session2,0259.txt,harp,
5625,M01,Session2,0271.txt,he wrapped the package hastily,
5626,M01,Session2,0265.txt,him,
5627,M01,Session2,0264.txt,witch,
5628,M01,Session2,0270.txt,sell,
5629,M01,Session2,0258.txt,park,
5630,M01,Session2,0099.txt,sigh,
5631,M01,Session2,0066.txt,two other cases also were under advisement,
5632,M01,Session2,0072.txt,deer,
5633,M01,Session2,0112.txt,fruit,
5634,M01,Session2,0106.txt,single,
5635,M01,Session2,0102.txt,bat,
5636,M01,Session2,0116.txt,near,
5637,M01,Session2,0076.txt,the humidity is overwhelming there,
5638,M01,Session2,0062.txt,sigh,
5639,M01,Session2,0089.txt,floor,
5640,M01,Session2,0274.txt,witty,
5641,M01,Session2,0260.txt,sitting,
5643,M01,Session2,0248.txt,spit,
5644,M01,Session2,0249.txt,the books are very expensive,
5645,M01,Session2,0261.txt,dark,
5646,M01,Session2,0275.txt,swing your arm as high as you can,
5647,M01,Session2,0088.txt,mother sews yellow gingham aprons,
5648,M01,Session2,0063.txt,rock,
5649,M01,Session2,0077.txt,fear,
5650,M01,Session2,0117.txt,bright sunshine shimmers on the ocean,
5651,M01,Session2,0103.txt,their house is grey and white,
5652,M01,Session2,0115.txt,will robin wear a yellow lily?,
5653,M01,Session2,0101.txt,knot,
5654,M01,Session2,0129.txt,the train approached the depot slowly,
5655,M01,Session2,0061.txt,i feel i can play this weekend,
5656,M01,Session2,0075.txt,bad,
5657,M01,Session2,0049.txt,shear,
5658,M01,Session2,0263.txt,city,
5659,M01,Session2,0277.txt,heart,
5660,M01,Session2,0276.txt,mush,
5661,M01,Session2,0262.txt,carl lives in a lively home,
5662,M01,Session2,0048.txt,shoot,
5663,M01,Session2,0074.txt,[relax your mouth in its normal position],
5664,M01,Session2,0060.txt,error,
5665,M01,Session2,0128.txt,much,
5666,M01,Session2,0100.txt,ate,
5667,M01,Session2,0114.txt,no,
5668,M01,Session2,0119.txt,delta,
5669,M01,Session2,0131.txt,rocks,
5670,M01,Session2,0125.txt,my sister made the flowered curtains,
5671,M01,Session2,0079.txt,pat,
5672,M01,Session2,0045.txt,one validated acts of school districts,
5673,M01,Session2,0051.txt,droop,
5674,M01,Session2,0086.txt,just one side got wet,
5675,M01,Session2,0092.txt,hate,
5676,M01,Session2,0247.txt,hum,
5677,M01,Session2,0253.txt,pitting,
5678,M01,Session2,0284.txt,[relax your mouth in its normal position],
5679,M01,Session2,0285.txt,yes,
5680,M01,Session2,0252.txt,lima,
5681,M01,Session2,0246.txt,thought,
5682,M01,Session2,0093.txt,group,
5683,M01,Session2,0087.txt,thigh,
5684,M01,Session2,0050.txt,suit,
5685,M01,Session2,0044.txt,back,
5686,M01,Session2,0078.txt,she is thinner than i am,
5687,M01,Session2,0124.txt,slip,
5688,M01,Session2,0130.txt,write,
5689,M01,Session2,0118.txt,mut,
5690,M01,Session2,0126.txt,four,
5691,M01,Session2,0132.txt,they carried me off on the stretcher,
5692,M01,Session2,0046.txt,knew,
5694,M01,Session2,0091.txt,sleep,
5695,M01,Session2,0085.txt,here,
5696,M01,Session2,0278.txt,both injuries were to the same leg,
5697,M01,Session2,0250.txt,side,
5698,M01,Session2,0244.txt,leak,
5699,M01,Session2,0287.txt,ticker,
5700,M01,Session2,0286.txt,brought,
5701,M01,Session2,0245.txt,thought,
5702,M01,Session2,0251.txt,brawn,
5703,M01,Session2,0279.txt,league,
5704,M01,Session2,0084.txt,jane may earn more money by working hard,
5705,M01,Session2,0090.txt,lip,
5706,M01,Session2,0047.txt,forward,
5707,M01,Session2,0053.txt,peer,
5708,M01,Session2,0133.txt,cope,
5709,M01,Session2,0127.txt,why yell or worry over silly items?,
5710,M01,Session2,0123.txt,slay,
5711,M01,Session2,0137.txt,ate,
5712,M01,Session2,0057.txt,root,
5713,M01,Session2,0043.txt,both figures would go higher in later years,
5714,M01,Session2,0094.txt,i looked up and noticed two old men,
5715,M01,Session2,0080.txt,though,
5716,M01,Session2,0255.txt,a roll of wire lay near the wall,
5717,M01,Session2,0241.txt,kilo,
5718,M01,Session2,0269.txt,spain,
5719,M01,Session2,0282.txt,seed,
5720,M01,Session2,0283.txt,hat,
5721,M01,Session2,0268.txt,it was a good win for us,
5722,M01,Session2,0240.txt,the job provides many benefits,
5723,M01,Session2,0254.txt,students watched as he got out,
5724,M01,Session2,0081.txt,tie,
5725,M01,Session2,0095.txt,i scrubbed the floors thoroughly,
5726,M01,Session2,0042.txt,the islands are sparsely populated,
5727,M01,Session2,0056.txt,are your grades higher or lower than nancy's?,
5728,M01,Session2,0136.txt,cheer,
5729,M01,Session2,0122.txt,"tear [as in ""tear in my eye""]",
5730,M01,Session2,0134.txt,coupe,
5731,M01,Session2,0120.txt,menu,
5732,M01,Session2,0108.txt,sprinkle,
5733,M01,Session2,0040.txt,play,
5734,M01,Session2,0054.txt,jaw,
5735,M01,Session2,0068.txt,boot,
5736,M01,Session2,0097.txt,briar,
5737,M01,Session2,0242.txt,i have had my bell rung,
5738,M01,Session2,0256.txt,no,
5739,M01,Session2,0281.txt,pit,
5740,M01,Session2,0280.txt,six,
5741,M01,Session2,0257.txt,start,
5742,M01,Session2,0243.txt,bitten,
5743,M01,Session2,0096.txt,i just try to do my best,
5744,M01,Session2,0082.txt,snoop,
5745,M01,Session2,0069.txt,i tried to tell people in the community,
5746,M01,Session2,0055.txt,gnaw,
5747,M01,Session2,0041.txt,urgent,
5748,M01,Session2,0109.txt,you'd be better off taking a cold shower,
5749,M01,Session2,0121.txt,all the big baseball players get traded,
5750,M01,Session2,0135.txt,white,
5751,M01,Session2,0152.txt,he will allow a rare lie,
5752,M01,Session2,0146.txt,"everything went real smooth, the sheriff said",
5753,M01,Session2,0191.txt,nothing has been done yet to take advantage of the enabling legislation,
5754,M01,Session2,0185.txt,the misguided souls have lost their way,
5755,M01,Session2,0026.txt,sigh,
5756,M01,Session2,0032.txt,pot,
5757,M01,Session2,0218.txt,lick,
5758,M01,Session2,0224.txt,top,
5759,M01,Session2,0230.txt,fat,
5760,M01,Session2,0231.txt,golf,
5761,M01,Session2,0225.txt,take,
5762,M01,Session2,0219.txt,papa,
5763,M01,Session2,0033.txt,we gathered shells on the beach,
5764,M01,Session2,0027.txt,troop,
5765,M01,Session2,0184.txt,lair,
5766,M01,Session2,0190.txt,shy,
5767,M01,Session2,0147.txt,write,
5768,M01,Session2,0153.txt,dot,
5769,M01,Session2,0179.txt,it eventually became a rather proud claim,
5770,M01,Session2,0145.txt,you're used to being on the field,
5771,M01,Session2,0151.txt,whoop,
5772,M01,Session2,0186.txt,oscar,
5773,M01,Session2,0192.txt,blow,
5774,M01,Session2,0019.txt,dark,
5775,M01,Session2,0031.txt,fate,
5776,M01,Session2,0025.txt,wish,
5777,M01,Session2,0233.txt,dart,
5778,M01,Session2,0227.txt,the box contained three sweaters,
5779,M01,Session2,0226.txt,chop,
5780,M01,Session2,0232.txt,"before thursday's exam, review every formula",
5781,M01,Session2,0024.txt,feet,
5782,M01,Session2,0030.txt,slip,
5783,M01,Session2,0018.txt,chair,
5784,M01,Session2,0193.txt,loyal,
5785,M01,Session2,0187.txt,there is a treehouse up above,
5786,M01,Session2,0150.txt,side,
5787,M01,Session2,0144.txt,hear,
5788,M01,Session2,0178.txt,tell,
5789,M01,Session2,0140.txt,we're,
5790,M01,Session2,0154.txt,select,
5791,M01,Session2,0168.txt,sign,
5792,M01,Session2,0183.txt,sergeant,
5793,M01,Session2,0197.txt,eight,
5794,M01,Session2,0034.txt,pay,
5795,M01,Session2,0008.txt,grow,
5796,M01,Session2,0236.txt,part,
5797,M01,Session2,0222.txt,i expect we'll bounce back this week,
5798,M01,Session2,0223.txt,five,
5799,M01,Session2,0237.txt,nine,
5800,M01,Session2,0009.txt,store,
5801,M01,Session2,0021.txt,[say 'ah' for 5 seconds],
5802,M01,Session2,0035.txt,where were you while we were away?,
5803,M01,Session2,0196.txt,pretty,
5804,M01,Session2,0182.txt,bloat,
5805,M01,Session2,0169.txt,fitting,
5806,M01,Session2,0155.txt,light,
5807,M01,Session2,0141.txt,sway,
5808,M01,Session2,0157.txt,darn,
5809,M01,Session2,0143.txt,toot,
5810,M01,Session2,0194.txt,seven,
5811,M01,Session2,0180.txt,hill,
5812,M01,Session2,0023.txt,sip,
5813,M01,Session2,0037.txt,air,
5814,M01,Session2,0221.txt,much,
5815,M01,Session2,0235.txt,the museum hires musicians every evening,
5816,M01,Session2,0209.txt,"night after night, they received annoying phone calls",
5817,M01,Session2,0208.txt,"she wore warm, fleecy, woolen overalls",
5818,M01,Session2,0234.txt,leak,
5819,M01,Session2,0220.txt,november,
5820,M01,Session2,0036.txt,pile,
5821,M01,Session2,0022.txt,floor,
5822,M01,Session2,0181.txt,he further proposed grants of an unspecified sum for experimental hospitals,
5823,M01,Session2,0195.txt,at,
5824,M01,Session2,0142.txt,yes,
5825,M01,Session1,0007.txt,trouble,
5826,M01,Session1,0013.txt,"a long, flowing beard clings to his chin,",
5827,M01,Session1,0012.txt,"a long, flowing beard clings to his chin,",
5828,M01,Session1,0006.txt,trait,
5829,M01,Session1,0038.txt,rain,
5830,M01,Session1,0010.txt,raid,
5831,M01,Session1,0004.txt,[relax your mouth in its normal position],
5832,M01,Session1,0005.txt,"when he speaks, his voice is just a bit cracked and quivers a trifle",
5833,M01,Session1,0011.txt,"except in the winter when the ooze or snow or ice prevents,",
5834,M01,Session1,0039.txt,no,
5835,M01,Session1,0015.txt,tip,
5836,M01,Session1,0001.txt,[say ah-p-eee repeatedly],
5837,M01,Session1,0029.txt,double,
5838,M01,Session1,0028.txt,jacket,
5839,M01,Session1,0014.txt,fair,
5840,M01,Session1,0002.txt,[say 'eee-p-ah' repeatedly],
5841,M01,Session1,0016.txt,bit,
5842,M01,Session1,0017.txt,bubble,
5843,M01,Session1,0003.txt,[say 'pah-tah-kah' repeatedly],
5844,M01,Session1,0058.txt,i can read,
5845,M01,Session1,0064.txt,trade,
5846,M01,Session1,0070.txt,pat,
5847,M01,Session1,0071.txt,rage,
5848,M01,Session1,0065.txt,two,
5849,M01,Session1,0059.txt,air,
5850,M01,Session1,0073.txt,go,
5851,M01,Session1,0067.txt,born,
5852,M01,Session1,0098.txt,corn,
5853,M01,Session1,0099.txt,up,
5854,M01,Session1,0066.txt,usually minus several buttons;,
5855,M01,Session1,0072.txt,she had your dark suit in greasy wash water all year,
5856,M01,Session1,0076.txt,beta,
5857,M01,Session1,0062.txt,slip,
5858,M01,Session1,0089.txt,spark,
5859,M01,Session1,0088.txt,spark,
5860,M01,Session1,0063.txt,[relax your mouth in its normal position],
5861,M01,Session1,0077.txt,he slowly takes a short walk in the open air each day,
5862,M01,Session1,0061.txt,farm,
5863,M01,Session1,0075.txt,rave,
5864,M01,Session1,0049.txt,[say 'oa' as in coat in a very low pitch],
5865,M01,Session1,0048.txt,glow,
5866,M01,Session1,0074.txt,car,
5867,M01,Session1,0060.txt,rate,
5868,M01,Session1,0100.txt,swarm,
5869,M01,Session1,0079.txt,warm,
5870,M01,Session1,0045.txt,feet,
5871,M01,Session1,0051.txt,left,
5872,M01,Session1,0086.txt,down,
5873,M01,Session1,0092.txt,"we have often urged him to walk more and smoke less,",
5874,M01,Session1,0093.txt,for,
5875,M01,Session1,0087.txt,meat,
5876,M01,Session1,0050.txt,swarm,
5877,M01,Session1,0044.txt,don't ask me to carry an oily rag like that,
5878,M01,Session1,0078.txt,storm,
5879,M01,Session1,0052.txt,form,
5880,M01,Session1,0046.txt,stubble,
5881,M01,Session1,0091.txt,jagged,
5882,M01,Session1,0085.txt,ship,
5883,M01,Session1,0084.txt,twice each day he plays skillfully and with zest upon our small organ,
5884,M01,Session1,0090.txt,stick,
5885,M01,Session1,0047.txt,park,
5886,M01,Session1,0053.txt,you wished to know all about my grandfather,
5887,M01,Session1,0057.txt,sip,
5888,M01,Session1,0094.txt,rake,
5889,M01,Session1,0080.txt,trace,
5890,M01,Session1,0081.txt,[say 'eee' in a very high pitch],
5891,M01,Session1,0095.txt,yes,
5892,M01,Session1,0056.txt,giving those who observe him a pronounced feeling of the utmost respect,
5893,M01,Session1,0040.txt,"but he always answers, ""banana oil!""",
5894,M01,Session1,0054.txt,goat,
5895,M01,Session1,0068.txt,right,
5896,M01,Session1,0083.txt,knew,
5897,M01,Session1,0097.txt,weed,
5898,M01,Session1,0096.txt,weed,
5899,M01,Session1,0082.txt,storm,
5900,M01,Session1,0069.txt,know,
5901,M01,Session1,0041.txt,"but he always answers, ""banana oil!""",
5902,M01,Session1,0026.txt,yet he still thinks as swiftly as ever,
5903,M01,Session1,0032.txt,share,
5904,M01,Session1,0033.txt,warm,
5905,M01,Session1,0027.txt,i can read,
5906,M01,Session1,0019.txt,"he dresses himself in an ancient black frock coat,",
5907,M01,Session1,0031.txt,dug,
5908,M01,Session1,0025.txt,knew,
5910,M01,Session1,0024.txt,dagger,
5911,M01,Session1,0030.txt,bug,
5912,M01,Session1,0018.txt,"well, he is nearly ninety-three years old;",
5913,M01,Session1,0034.txt,chair,
5914,M01,Session1,0020.txt,horn,
5915,M01,Session1,0008.txt,fee,
5917,M01,Session1,0009.txt,grandfather likes to be modern in his language,
5918,M01,Session1,0021.txt,bat,
5919,M01,Session1,0035.txt,sticks,
5920,M01,Session1,0023.txt,i will lead you,
5921,M01,Session1,0037.txt,hair,
5922,M01,Session1,0036.txt,alpha,
5923,M01,Session1,0022.txt,beat,
5924,MC04,Session1,0086.txt,feed,Auto
5925,MC04,Session1,0044.txt,feed,Auto
5926,FC03,Session3,0173.txt,rise,
5927,FC03,Session3,0167.txt,we're all disappointed with our start,
5928,FC03,Session3,0198.txt,wine,
5929,FC03,Session3,0007.txt,ease,
5930,FC03,Session3,0013.txt,had,
5931,FC03,Session3,0205.txt,weep,
5932,FC03,Session3,0204.txt,pat,
5933,FC03,Session3,0012.txt,aid,
5934,FC03,Session3,0006.txt,lax,
5935,FC03,Session3,0199.txt,pink,
5936,FC03,Session3,0166.txt,eyes,
5937,FC03,Session3,0172.txt,eat your raisins outdoors on the porch steps,
5938,FC03,Session3,0158.txt,challenge each general's intelligence,
5939,FC03,Session3,0164.txt,sink,
5940,FC03,Session3,0170.txt,did you eat yet?,
5941,FC03,Session3,0038.txt,add,
5942,FC03,Session3,0010.txt,rakes,
5944,FC03,Session3,0004.txt,row,
5945,FC03,Session3,0206.txt,a few may be hard to find,
5946,FC03,Session3,0207.txt,tort,
5947,FC03,Session3,0005.txt,feet,
5948,FC03,Session3,0011.txt,fell,
5949,FC03,Session3,0039.txt,rip,
5950,FC03,Session3,0171.txt,continental drift is a geological theory,
5951,FC03,Session3,0165.txt,we've done it in the past,
5952,FC03,Session3,0159.txt,win,
5953,FC03,Session3,0161.txt,hail,
5954,FC03,Session3,0175.txt,low,
5955,FC03,Session3,0149.txt,row,
5956,FC03,Session3,0015.txt,bunch,
5957,FC03,Session3,0001.txt,"this, he added, brought about petty jealousies and petty personal grievances",
5958,FC03,Session3,0029.txt,ate,
5959,FC03,Session3,0203.txt,hall,
5960,FC03,Session3,0202.txt,you have to expect a few bad calls,
5961,FC03,Session3,0028.txt,range was a vital detail,
5962,FC03,Session3,0014.txt,we all sat down and relaxed,
5963,FC03,Session3,0148.txt,dash,
5964,FC03,Session3,0174.txt,waste,
5965,FC03,Session3,0160.txt,ache,
5966,FC03,Session3,0176.txt,cork,
5968,FC03,Session3,0162.txt,regular attendance is seldom required,
5969,FC03,Session3,0189.txt,wise,
5970,FC03,Session3,0002.txt,hatch,
5971,FC03,Session3,0016.txt,[relax your mouth in its normal position],
5972,FC03,Session3,0200.txt,fold,
5973,FC03,Session3,0201.txt,we knew we weren't doing well,
5974,FC03,Session3,0017.txt,there was no confirmation of such massive assaults from independent sources,
5975,FC03,Session3,0003.txt,pet,
5976,FC03,Session3,0188.txt,we got drenched from the uninterrupted rain,
5977,FC03,Session3,0163.txt,blow,
5978,FC03,Session3,0177.txt,pant,
5979,FC03,Session3,0138.txt,bed,
5980,FC03,Session3,0110.txt,dial,
5981,FC03,Session3,0104.txt,academic aptitude guarantees your diploma,
5982,FC03,Session3,0058.txt,hall,
5983,FC03,Session3,0064.txt,punch,
5984,FC03,Session3,0070.txt,sake,
5985,FC03,Session3,0071.txt,full,
5986,FC03,Session3,0065.txt,chop,
5987,FC03,Session3,0059.txt,i had no desire to change my ways,
5988,FC03,Session3,0105.txt,knock,
5989,FC03,Session3,0111.txt,blend,
5990,FC03,Session3,0139.txt,the family requests that flowers be omitted,
5991,FC03,Session3,0107.txt,heat,
5992,FC03,Session3,0113.txt,now i'm living exactly as i choose,
5993,FC03,Session3,0073.txt,i wanted to be an actress,
5994,FC03,Session3,0067.txt,end,
5995,FC03,Session3,0098.txt,leaks,
5996,FC03,Session3,0099.txt,try to work things out,
5997,FC03,Session3,0066.txt,we experience distress and frustration obtaining our degrees,
5998,FC03,Session3,0072.txt,peas,
5999,FC03,Session3,0112.txt,seed,
6000,FC03,Session3,0106.txt,even a simple vocabulary contains symbols,
6001,FC03,Session3,0102.txt,fill,
6002,FC03,Session3,0116.txt,leak,
6003,FC03,Session3,0076.txt,hat,
6004,FC03,Session3,0062.txt,seat,
6005,FC03,Session3,0089.txt,chocolate and roses never fail as a romantic gift,
6006,FC03,Session3,0088.txt,chocolate and roses never fail actually,
6007,FC03,Session3,0063.txt,reap,
6008,FC03,Session3,0077.txt,lip,
6009,FC03,Session3,0117.txt,lip,
6010,FC03,Session3,0103.txt,the job also covers a number of other items,
6011,FC03,Session3,0115.txt,ache,
6012,FC03,Session3,0101.txt,lit,
6013,FC03,Session3,0129.txt,rake,
6014,FC03,Session3,0061.txt,ease,
6015,FC03,Session3,0075.txt,the legislature met to judge the state of public education,
6016,FC03,Session3,0049.txt,pat,
6017,FC03,Session3,0048.txt,ache,
6018,FC03,Session3,0074.txt,lies,
6019,FC03,Session3,0060.txt,dug,
6020,FC03,Session3,0128.txt,look for pockets of black sand,
6021,FC03,Session3,0100.txt,fat,
6022,FC03,Session3,0114.txt,take,
6023,FC03,Session3,0119.txt,he has played very well,
6024,FC03,Session3,0131.txt,bunch,
6025,FC03,Session3,0125.txt,sheet,
6026,FC03,Session3,0079.txt,we are the largest of the four states,
6027,FC03,Session3,0045.txt,steak,
6028,FC03,Session3,0051.txt,chap,
6029,FC03,Session3,0086.txt,we talked about the situation,
6030,FC03,Session3,0092.txt,leap,
6031,FC03,Session3,0093.txt,the singer's finger had a splinter,
6032,FC03,Session3,0050.txt,the lack of heat compounded the tenant's grievances,
6033,FC03,Session3,0044.txt,the structures housing the apartments are of masonry and frame construction,
6034,FC03,Session3,0078.txt,are,
6035,FC03,Session3,0124.txt,pit,
6036,FC03,Session3,0130.txt,pill,
6037,FC03,Session3,0118.txt,ticks,
6038,FC03,Session3,0126.txt,it was a great meeting,
6039,FC03,Session3,0132.txt,cash,
6040,FC03,Session3,0052.txt,is,
6041,FC03,Session3,0046.txt,rise,
6042,FC03,Session3,0091.txt,bun,
6043,FC03,Session3,0085.txt,air,
6044,FC03,Session3,0084.txt,duck,
6045,FC03,Session3,0090.txt,ate,
6046,FC03,Session3,0047.txt,add,
6047,FC03,Session3,0053.txt,hat,
6048,FC03,Session3,0133.txt,begin by trying to speak up more,
6049,FC03,Session3,0127.txt,low,
6050,FC03,Session3,0123.txt,mile,
6051,FC03,Session3,0137.txt,hold,
6052,FC03,Session3,0057.txt,hail,
6053,FC03,Session3,0043.txt,the structures housing the apartments are of,
6054,FC03,Session3,0094.txt,feet,
6055,FC03,Session3,0080.txt,tile,
6056,FC03,Session3,0081.txt,arm,
6057,FC03,Session3,0095.txt,munch,
6058,FC03,Session3,0042.txt,tile,
6059,FC03,Session3,0056.txt,the plot is laced with mysterious incidents,
6060,FC03,Session3,0136.txt,last year's gas shortage caused steep price increases,
6061,FC03,Session3,0122.txt,mile,
6062,FC03,Session3,0134.txt,be prepared for odd behavior from friends,
6063,FC03,Session3,0120.txt,cheese,
6064,FC03,Session3,0108.txt,is,
6065,FC03,Session3,0040.txt,steak,
6066,FC03,Session3,0054.txt,tall,
6067,FC03,Session3,0068.txt,we shelled clams for the chowder,
6068,FC03,Session3,0083.txt,racks,
6069,FC03,Session3,0097.txt,at,
6070,FC03,Session3,0082.txt,wax,
6071,FC03,Session3,0069.txt,pit,
6072,FC03,Session3,0055.txt,the eastern coast is a place for pure pleasure and excitement,
6073,FC03,Session3,0041.txt,dock,
6074,FC03,Session3,0109.txt,wax,
6075,FC03,Session3,0121.txt,he'll sell them by the box,
6076,FC03,Session3,0135.txt,[relax your mouth in its normal position],
6077,FC03,Session3,0152.txt,sort,
6078,FC03,Session3,0146.txt,wax,
6079,FC03,Session3,0191.txt,ship,
6080,FC03,Session3,0185.txt,seed,
6081,FC03,Session3,0026.txt,any contributions will be greatly appreciated,
6082,FC03,Session3,0032.txt,the prowler wore a ski mask for disguise,
6083,FC03,Session3,0033.txt,we know we can score,
6084,FC03,Session3,0027.txt,hash,
6085,FC03,Session3,0184.txt,pad,
6086,FC03,Session3,0190.txt,wart,
6087,FC03,Session3,0147.txt,he can't abide mistakes in his own game,
6088,FC03,Session3,0153.txt,that,
6089,FC03,Session3,0179.txt,hold,
6090,FC03,Session3,0145.txt,wives,
6091,FC03,Session3,0151.txt,short,
6092,FC03,Session3,0186.txt,we got drenched from the uninterrupted rain,
6093,FC03,Session3,0192.txt,she will order the wine,
6094,FC03,Session3,0019.txt,fat,
6095,FC03,Session3,0031.txt,ail,
6096,FC03,Session3,0025.txt,aches,
6097,FC03,Session3,0024.txt,bunch,
6098,FC03,Session3,0030.txt,harm,
6099,FC03,Session3,0018.txt,harm,
6100,FC03,Session3,0193.txt,the new highway is straight and empty,
6101,FC03,Session3,0187.txt,we got drenched from the uninterrupted rain,
6102,FC03,Session3,0150.txt,wipe,
6103,FC03,Session3,0144.txt,corn,
6104,FC03,Session3,0178.txt,"when you are through, write a clean report",
6105,FC03,Session3,0154.txt,leak,
6106,FC03,Session3,0168.txt,cake,
6107,FC03,Session3,0183.txt,it was time to go up myself,
6108,FC03,Session3,0197.txt,pad,
6109,FC03,Session3,0034.txt,have no fear if you come alone,
6110,FC03,Session3,0020.txt,ease,
6111,FC03,Session3,0008.txt,see,
6112,FC03,Session3,0009.txt,cat,
6113,FC03,Session3,0021.txt,sell,
6114,FC03,Session3,0035.txt,fill,
6115,FC03,Session3,0196.txt,hid,
6116,FC03,Session3,0182.txt,it was a huge part of my life,
6117,FC03,Session3,0169.txt,fork,
6118,FC03,Session3,0155.txt,owe,
6119,FC03,Session3,0141.txt,was,
6120,FC03,Session3,0157.txt,the store serves meals every day,
6121,FC03,Session3,0143.txt,tip,
6122,FC03,Session3,0194.txt,the snow blew into large drifts,
6123,FC03,Session3,0180.txt,hat,
6124,FC03,Session3,0023.txt,sticks,
6125,FC03,Session3,0037.txt,charm,
6126,FC03,Session3,0208.txt,"""cable confirmation"", it said translated",
6127,FC03,Session3,0036.txt,pat,
6128,FC03,Session3,0022.txt,i didn't know where they were coming from,
6129,FC03,Session3,0181.txt,hall,
6130,FC03,Session3,0195.txt,docks,
6131,FC03,Session3,0142.txt,was,
6132,FC03,Session3,0156.txt,he took heart and played,
6133,FC03,Session2,0359.txt,ape,
6134,FC03,Session2,0371.txt,woe,
6135,FC03,Session2,0365.txt,fender,
6136,FC03,Session2,0173.txt,sin,
6137,FC03,Session2,0167.txt,shin,
6138,FC03,Session2,0198.txt,lee,
6139,FC03,Session2,0007.txt,tin,
6140,FC03,Session2,0013.txt,he really crucified himself; he nailed it for a yard loss,
6141,FC03,Session2,0239.txt,fork,
6142,FC03,Session2,0205.txt,the four brothers looked identical,
6143,FC03,Session2,0211.txt,some prefer the traditional steel kind,
6144,FC03,Session2,0210.txt,reap,
6145,FC03,Session2,0204.txt,port,
6146,FC03,Session2,0238.txt,i scream to warm up my voice,
6147,FC03,Session2,0012.txt,hand,
6148,FC03,Session2,0006.txt,thread,
6149,FC03,Session2,0199.txt,fort,
6150,FC03,Session2,0166.txt,see,
6151,FC03,Session2,0172.txt,stimulating discussions keep students' attention,
6152,FC03,Session2,0364.txt,spit,
6153,FC03,Session2,0370.txt,six,
6154,FC03,Session2,0358.txt,meat,
6156,FC03,Session2,0366.txt,fender,
6157,FC03,Session2,0372.txt,the sun died at night,
6158,FC03,Session2,0158.txt,she doesn't like to have it hanging around,
6159,FC03,Session2,0164.txt,court,
6160,FC03,Session2,0170.txt,sheet,
6161,FC03,Session2,0038.txt,said,
6162,FC03,Session2,0010.txt,walk,
6163,FC03,Session2,0004.txt,bitter,
6164,FC03,Session2,0212.txt,biblical scholars argue history,
6165,FC03,Session2,0206.txt,nice,
6166,FC03,Session2,0207.txt,wise,
6167,FC03,Session2,0213.txt,lip,
6168,FC03,Session2,0005.txt,"although always alone, we survive",
6169,FC03,Session2,0011.txt,the wait for work can be very long,
6170,FC03,Session2,0039.txt,said,
6172,FC03,Session2,0171.txt,cork,
6173,FC03,Session2,0165.txt,rake,
6174,FC03,Session2,0159.txt,there is definitely some ligament damage in his knee,
6175,FC03,Session2,0373.txt,her classical performance gained critical acclaim,
6176,FC03,Session2,0367.txt,i don't think it's a good idea,
6177,FC03,Session2,0363.txt,me,
6178,FC03,Session2,0377.txt,the golfing fathers ruled in his favor,
6179,FC03,Session2,0388.txt,forks,
6180,FC03,Session2,0161.txt,mill,
6181,FC03,Session2,0175.txt,the fish swam across the pond,
6182,FC03,Session2,0149.txt,ray,
6183,FC03,Session2,0015.txt,please open the window quickly,
6184,FC03,Session2,0001.txt,the hotel owner struggled,
6185,FC03,Session2,0029.txt,"this is a good place, though small",
6186,FC03,Session2,0217.txt,pork,
6187,FC03,Session2,0203.txt,rise,
6188,FC03,Session2,0202.txt,a quick touchdown resulted,
6189,FC03,Session2,0216.txt,sew,
6190,FC03,Session2,0028.txt,travel is about the only leisure we have,
6191,FC03,Session2,0014.txt,he really crucified him; he nailed it for a yard loss,
6192,FC03,Session2,0148.txt,do they make any money?,
6193,FC03,Session2,0174.txt,sketch,
6194,FC03,Session2,0160.txt,rake,
6195,FC03,Session2,0389.txt,zero,
6196,FC03,Session2,0376.txt,we just didn't look good,
6197,FC03,Session2,0362.txt,elderly people are often excluded,
6198,FC03,Session2,0374.txt,her classical performance gained critical acclaim,
6199,FC03,Session2,0360.txt,seam,
6200,FC03,Session2,0348.txt,seven,
6201,FC03,Session2,0176.txt,foe,
6202,FC03,Session2,0162.txt,shoot,
6203,FC03,Session2,0189.txt,muck,
6204,FC03,Session2,0002.txt,the hotel owner shrugged,
6205,FC03,Session2,0016.txt,ticker,
6206,FC03,Session2,0200.txt,show,
6207,FC03,Session2,0214.txt,blend,
6208,FC03,Session2,0228.txt,catch,
6209,FC03,Session2,0229.txt,dread,
6210,FC03,Session2,0215.txt,air,
6211,FC03,Session2,0201.txt,a quick touchdown resulted,
6212,FC03,Session2,0017.txt,litter,
6213,FC03,Session2,0003.txt,litter,
6214,FC03,Session2,0188.txt,chair,
6215,FC03,Session2,0163.txt,cheer,
6216,FC03,Session2,0177.txt,sew,
6217,FC03,Session2,0349.txt,ash,
6218,FC03,Session2,0361.txt,gold can be found anywhere,
6219,FC03,Session2,0375.txt,we just don't,
6220,FC03,Session2,0312.txt,her dark hair is combed casually,
6221,FC03,Session2,0306.txt,[relax your mouth in its normal position],
6222,FC03,Session2,0138.txt,cash,
6223,FC03,Session2,0110.txt,zulu,
6224,FC03,Session2,0104.txt,get a calico cat to keep,
